DATE,FedInterestRate,Inflation,GDP,S&P500Close,UmemploymentRate,GovernmentDebtGDP,CorporateDebt,PoundDollar,DollarYen,SP5006monthslater
01/10/1992,3.1,0.032,6680.803,418.679993,0.073,0.62523,1379895,1.6529,121.1652,451.670013
01/11/1992,3.09,0.03,6680.803,431.350006,0.074,0.62523,1379895,1.5268,123.88,440.190002
01/12/1992,2.92,0.029,6680.803,435.709991,0.074,0.62523,1379895,1.551,124.0409,450.190002
01/01/1993,3.02,0.033,6729.459,438.779999,0.073,0.62867,1445589,1.5325,124.9932,450.529999
01/02/1993,3.03,0.032,6729.459,443.380005,0.071,0.62867,1445589,1.4395,120.7595,448.130005
01/03/1993,3.07,0.031,6729.459,451.670013,0.07,0.62867,1445589,1.4617,117.0174,463.559998
01/04/1993,2.96,0.032,6808.939,440.190002,0.071,0.63915,1503576,1.5447,112.4114,458.929993
01/05/1993,3,0.032,6808.939,450.190002,0.071,0.63915,1503576,1.5477,110.343,467.829987
01/06/1993,3.04,0.03,6808.939,450.529999,0.07,0.63915,1503576,1.5082,107.4118,461.790009
01/07/1993,3.06,0.028,6882.098,448.130005,0.069,0.64101,1548852,1.4955,107.6914,466.450012
01/08/1993,3.03,0.028,6882.098,463.559998,0.068,0.64101,1548852,1.4914,103.765,481.609985
01/09/1993,3.09,0.027,6882.098,458.929993,0.067,0.64101,1548852,1.5248,105.5748,467.140015
01/10/1993,2.99,0.028,7013.738,467.829987,0.068,0.64669,1580574,1.5023,107.02,445.769989
01/11/1993,3.02,0.027,7013.738,461.790009,0.066,0.64669,1580574,1.4808,107.8765,450.910004
01/12/1993,2.96,0.027,7013.738,466.450012,0.065,0.64669,1580574,1.4913,109.913,456.5
01/01/1994,3.05,0.025,7115.652,481.609985,0.066,0.64307,1630903,1.4923,111.4415,444.269989
01/02/1994,3.25,0.025,7115.652,467.140015,0.066,0.64307,1630903,1.4792,106.3011,458.26001
01/03/1994,3.34,0.025,7115.652,445.769989,0.065,0.64307,1630903,1.4919,105.0974,475.48999
01/04/1994,3.56,0.024,7246.931,450.910004,0.064,0.64107,1661478,1.4823,103.4843,462.709991
01/05/1994,4.01,0.023,7246.931,456.5,0.061,0.64107,1661478,1.5042,103.7533,472.350006
01/06/1994,4.25,0.025,7246.931,444.269989,0.061,0.64107,1661478,1.5262,102.5264,453.690002
01/07/1994,4.26,0.028,7331.075,458.26001,0.061,0.64012,1679354,1.5467,98.445,459.269989
01/08/1994,4.47,0.029,7331.075,475.48999,0.06,0.64012,1679354,1.5422,99.9404,470.420013
01/09/1994,4.73,0.03,7331.075,462.709991,0.059,0.64012,1679354,1.5661,98.7743,487.390015
01/10/1994,4.76,0.026,7455.288,472.350006,0.058,0.64386,1699387,1.6064,98.353,500.709991
01/11/1994,5.29,0.027,7455.288,453.690002,0.056,0.64386,1699387,1.5892,98.044,514.710022
01/12/1994,5.45,0.027,7455.288,459.269989,0.055,0.64386,1699387,1.5587,100.1824,533.400024
01/01/1995,5.53,0.028,7522.289,470.420013,0.056,0.64663,1722105,1.5746,99.766,544.75
01/02/1995,5.92,0.029,7522.289,487.390015,0.054,0.64663,1722105,1.572,98.2368,562.059998
01/03/1995,5.98,0.029,7522.289,500.709991,0.054,0.64663,1722105,1.6002,90.5196,561.880005
01/04/1995,6.05,0.031,7580.997,514.710022,0.058,0.65313,1761701,1.6073,83.6895,584.409973
01/05/1995,6.01,0.032,7580.997,533.400024,0.056,0.65313,1761701,1.5874,85.1127,581.5
01/06/1995,6,0.03,7580.997,544.75,0.056,0.65313,1761701,1.5948,84.6355,605.369995
01/07/1995,5.85,0.028,7683.125,562.059998,0.057,0.64739,1772646,1.5952,87.397,615.929993
01/08/1995,5.74,0.026,7683.125,561.880005,0.057,0.64739,1772646,1.5668,94.7383,636.02002
01/09/1995,5.8,0.025,7683.125,584.409973,0.056,0.64739,1772646,1.559,100.5455,640.429993
01/10/1995,5.76,0.028,7772.586,581.5,0.055,0.64183,1786174,1.5779,100.839,645.5
01/11/1995,5.8,0.026,7772.586,605.369995,0.056,0.64183,1786174,1.5625,101.94,654.169983
01/12/1995,5.6,0.025,7772.586,615.929993,0.056,0.64183,1786174,1.5405,101.8495,669.119995
01/01/1996,5.56,0.027,7868.468,636.02002,0.056,0.65042,1825831,1.5288,105.7514,670.630005
01/02/1996,5.22,0.027,7868.468,640.429993,0.055,0.65042,1825831,1.536,105.788,639.950012
01/03/1996,5.31,0.028,7868.468,645.5,0.055,0.65042,1825831,1.5271,105.94,651.98999
01/04/1996,5.22,0.029,8032.84,654.169983,0.056,0.6425,1861070,1.516,107.1995,687.330017
01/05/1996,5.24,0.029,8032.84,669.119995,0.056,0.6425,1861070,1.5152,106.3423,705.27002
01/06/1996,5.27,0.028,8032.84,670.630005,0.053,0.6425,1861070,1.5416,108.96,757.02002
01/07/1996,5.4,0.03,8131.408,639.950012,0.055,0.64255,1867989,1.553,109.1909,740.73999
01/08/1996,5.22,0.029,8131.408,651.98999,0.051,0.64255,1867989,1.5499,107.8659,786.159973
01/09/1996,5.3,0.03,8131.408,687.330017,0.052,0.64255,1867989,1.5593,109.931,790.820007
01/10/1996,5.24,0.03,8259.771,705.27002,0.052,0.64447,1875964,1.5863,112.4123,757.119995
01/11/1996,5.31,0.033,8259.771,757.02002,0.054,0.64447,1875964,1.6623,112.2958,801.340027
01/12/1996,5.29,0.033,8259.771,740.73999,0.054,0.64447,1875964,1.6639,113.981,848.280029
01/01/1997,5.25,0.03,8362.655,786.159973,0.053,0.64344,1916831,1.6585,117.9124,885.140015
01/02/1997,5.19,0.03,8362.655,790.820007,0.052,0.64344,1916831,1.6256,122.9621,954.309998
01/03/1997,5.39,0.028,8362.655,757.119995,0.052,0.64344,1916831,1.6096,122.7738,899.469971
01/04/1997,5.51,0.025,8518.825,801.340027,0.051,0.63109,1964069,1.6293,125.6377,947.280029
01/05/1997,5.5,0.022,8518.825,848.280029,0.049,0.63109,1964069,1.6322,119.1924,914.619995
01/06/1997,5.56,0.023,8518.825,885.140015,0.05,0.63109,1964069,1.6449,114.2857,955.400024
01/07/1997,5.52,0.022,8662.823,954.309998,0.049,0.62487,2014450,1.6694,115.3759,970.429993
01/08/1997,5.54,0.022,8662.823,899.469971,0.048,0.62487,2014450,1.6035,117.9295,980.280029
01/09/1997,5.54,0.022,8662.823,947.280029,0.049,0.62487,2014450,1.6013,120.89,1049.339966
01/10/1997,5.5,0.021,8765.907,914.619995,0.047,0.6277,2020168,1.633,121.0605,1101.75
01/11/1997,5.52,0.018,8765.907,955.400024,0.046,0.6277,2020168,1.6889,125.3817,1111.75
01/12/1997,5.5,0.017,8765.907,970.429993,0.047,0.6277,2020168,1.6597,129.7341,1090.819946
01/01/1998,5.56,0.016,8866.48,980.280029,0.046,0.6251,2117855,1.635,129.5475,1133.839966
01/02/1998,5.51,0.014,8866.48,1049.339966,0.046,0.6251,2117855,1.6408,125.8516,1120.670044
01/03/1998,5.49,0.014,8866.48,1101.75,0.047,0.6251,2117855,1.6619,129.0823,957.280029
01/04/1998,5.45,0.014,8969.699,1111.75,0.043,0.61852,2213825,1.6723,131.7536,1017.01001
01/05/1998,5.49,0.017,8969.699,1090.819946,0.044,0.61852,2213825,1.6382,134.896,1098.670044
01/06/1998,5.56,0.017,8969.699,1133.839966,0.045,0.61852,2213825,1.6504,140.3305,1163.630005
01/07/1998,5.54,0.017,9121.097,1120.670044,0.045,0.60587,2255564,1.6437,140.7874,1229.22998
01/08/1998,5.55,0.016,9121.097,957.280029,0.045,0.60587,2255564,1.6342,144.68,1279.640015
01/09/1998,5.51,0.015,9121.097,1017.01001,0.046,0.60587,2255564,1.6823,134.4805,1238.329956
01/10/1998,5.07,0.015,9293.991,1098.670044,0.045,0.60407,2268034,1.6944,121.0486,1286.369995
01/11/1998,4.83,0.015,9293.991,1163.630005,0.044,0.60407,2268034,1.6611,120.2895,1335.180054
01/12/1998,4.68,0.016,9293.991,1229.22998,0.044,0.60407,2268034,1.6708,117.0709,1301.839966
01/01/1999,4.63,0.017,9417.264,1279.640015,0.043,0.60013,2348966,1.6498,113.29,1372.709961
01/02/1999,4.76,0.016,9417.264,1238.329956,0.044,0.60013,2348966,1.6276,116.6684,1328.719971
01/03/1999,4.81,0.017,9417.264,1286.369995,0.042,0.60013,2348966,1.6213,119.473,1320.410034
01/04/1999,4.74,0.023,9524.152,1335.180054,0.043,0.59205,2418704,1.6089,119.7723,1282.709961
01/05/1999,4.74,0.021,9524.152,1301.839966,0.042,0.59205,2418704,1.6154,121.9995,1362.930054
01/06/1999,4.76,0.02,9524.152,1372.709961,0.043,0.59205,2418704,1.595,120.7245,1388.910034
01/07/1999,4.99,0.021,9681.856,1328.719971,0.043,0.58421,2494745,1.5751,119.3305,1469.25
01/08/1999,5.07,0.023,9681.856,1320.410034,0.042,0.58421,2494745,1.6058,113.2268,1394.459961
01/09/1999,5.22,0.026,9681.856,1282.709961,0.042,0.58421,2494745,1.6247,106.8752,1366.420044
01/10/1999,5.2,0.026,9899.378,1362.930054,0.041,0.58348,2511841,1.6572,105.965,1498.579956
01/11/1999,5.42,0.026,9899.378,1388.910034,0.041,0.58348,2511841,1.6205,104.6485,1452.430054
01/12/1999,5.3,0.027,9899.378,1469.25,0.04,0.58348,2511841,1.6132,102.5843,1420.599976
01/01/2000,5.45,0.027,10002.857,1394.459961,0.04,0.57717,2585093,1.6404,105.296,1454.599976
01/02/2000,5.73,0.032,10002.857,1366.420044,0.041,0.57717,2585093,1.6,109.3885,1430.829956
01/03/2000,5.85,0.038,10002.857,1498.579956,0.04,0.57717,2585093,1.5799,106.3074,1517.680054
01/04/2000,6.02,0.031,10247.679,1452.430054,0.038,0.55485,2648996,1.5823,105.627,1436.51001
01/05/2000,6.27,0.032,10247.679,1420.599976,0.04,0.55485,2648996,1.509,108.3205,1429.400024
01/06/2000,6.53,0.037,10247.679,1454.599976,0.04,0.55485,2648996,1.5092,106.1255,1314.949951
01/07/2000,6.54,0.037,10319.825,1430.829956,0.04,0.54983,2699111,1.5076,108.2115,1320.280029
01/08/2000,6.5,0.034,10319.825,1517.680054,0.041,0.54983,2699111,1.4889,108.0804,1366.01001
01/09/2000,6.52,0.035,10319.825,1436.51001,0.039,0.54983,2699111,1.4336,106.8375,1239.939941
01/10/2000,6.51,0.034,10439.025,1429.400024,0.039,0.54241,2697771,1.4506,108.4429,1160.329956
01/11/2000,6.51,0.034,10439.025,1314.949951,0.039,0.54241,2697771,1.4258,109.0095,1249.459961
01/12/2000,6.4,0.034,10439.025,1320.280029,0.039,0.54241,2697771,1.4629,112.209,1255.819946
01/01/2001,5.98,0.037,10472.879,1366.01001,0.042,0.5513,2753938,1.4775,116.6719,1224.380005
01/02/2001,5.49,0.035,10472.879,1239.939941,0.042,0.5513,2753938,1.4525,116.2337,1211.22998
01/03/2001,5.31,0.029,10472.879,1160.329956,0.043,0.5513,2753938,1.4445,121.505,1133.579956
01/04/2001,4.8,0.033,10597.822,1249.459961,0.044,0.54038,2826079,1.4348,123.771,1040.939941
01/05/2001,4.21,0.036,10597.822,1255.819946,0.043,0.54038,2826079,1.4265,121.7682,1059.780029
01/06/2001,3.97,0.032,10597.822,1224.380005,0.045,0.54038,2826079,1.402,122.351,1139.449951
01/07/2001,3.77,0.027,10596.294,1211.22998,0.046,0.54807,2843202,1.4148,124.4981,1148.079956
01/08/2001,3.65,0.027,10596.294,1133.579956,0.049,0.54807,2843202,1.4372,121.367,1130.199951
01/09/2001,3.07,0.026,10596.294,1040.939941,0.05,0.54807,2843202,1.4638,118.6117,1106.72998
01/10/2001,2.49,0.021,10660.294,1059.780029,0.053,0.55753,2883758,1.4501,121.4536,1147.390015
01/11/2001,2.09,0.019,10660.294,1139.449951,0.055,0.55753,2883758,1.4356,122.4055,1076.920044
01/12/2001,1.82,0.016,10660.294,1148.079956,0.057,0.55753,2883758,1.4413,127.5945,1067.140015
01/01/2002,1.73,0.011,10788.952,1130.199951,0.057,0.55668,2914655,1.4322,132.6833,989.820007
01/02/2002,1.74,0.011,10788.952,1106.72998,0.057,0.55668,2914655,1.4227,133.6426,911.619995
01/03/2002,1.73,0.015,10788.952,1147.390015,0.057,0.55668,2914655,1.423,131.061,916.070007
01/04/2002,1.75,0.016,10893.207,1076.920044,0.059,0.56241,2926060,1.4429,130.7718,815.280029
01/05/2002,1.75,0.012,10893.207,1067.140015,0.058,0.56241,2926060,1.4598,126.375,885.76001
01/06/2002,1.75,0.011,10893.207,989.820007,0.058,0.56241,2926060,1.4837,123.2905,936.309998
01/07/2002,1.73,0.015,10992.051,911.619995,0.058,0.56661,2907617,1.5565,117.8991,879.820007
01/08/2002,1.74,0.018,10992.051,916.070007,0.057,0.56661,2907617,1.5368,118.9927,855.700012
01/09/2002,1.75,0.015,10992.051,815.280029,0.057,0.56661,2907617,1.5563,121.078,841.150024
01/10/2002,1.75,0.02,11071.463,885.76001,0.057,0.57858,2904053,1.5575,123.9077,848.179993
01/11/2002,1.34,0.022,11071.463,936.309998,0.059,0.57858,2904053,1.5711,121.6079,916.919983
01/12/2002,1.24,0.024,11071.463,879.820007,0.06,0.57858,2904053,1.5863,121.8929,963.590027
01/01/2003,1.24,0.026,11183.507,855.700012,0.058,0.57771,2912344,1.6175,118.8133,974.5
01/02/2003,1.26,0.03,11183.507,841.150024,0.059,0.57771,2912344,1.6079,119.3379,990.309998
01/03/2003,1.25,0.03,11183.507,848.179993,0.059,0.57771,2912344,1.5825,118.6871,1008.01001
01/04/2003,1.26,0.022,11312.875,916.919983,0.06,0.5896,2933753,1.5739,119.895,995.969971
01/05/2003,1.26,0.021,11312.875,963.590027,0.061,0.5896,2933753,1.6224,117.3681,1050.709961
01/06/2003,1.22,0.021,11312.875,974.5,0.063,0.5896,2933753,1.6609,118.329,1058.199951
01/07/2003,1.01,0.021,11567.326,990.309998,0.062,0.58642,2966842,1.6221,118.6959,1111.920044
01/08/2003,1.03,0.022,11567.326,1008.01001,0.061,0.58642,2966842,1.5939,118.6624,1131.130005
01/09/2003,1.01,0.023,11567.326,995.969971,0.061,0.58642,2966842,1.6155,114.8,1144.939941
01/10/2003,1.01,0.02,11769.275,1050.709961,0.06,0.5946,2941231,1.6792,109.4955,1126.209961
01/11/2003,1,0.018,11769.275,1058.199951,0.058,0.5946,2941231,1.6897,109.1778,1107.300049
01/12/2003,0.98,0.019,11769.275,1111.920044,0.057,0.5946,2941231,1.7516,107.7377,1120.680054
01/01/2004,1,0.019,11920.169,1131.130005,0.057,0.59824,3004469,1.8255,106.2685,1140.839966
01/02/2004,1.01,0.017,11920.169,1144.939941,0.056,0.59824,3004469,1.8673,106.7079,1101.719971
01/03/2004,1,0.017,11920.169,1126.209961,0.058,0.59824,3004469,1.8261,108.5157,1104.23999
01/04/2004,1,0.023,12108.987,1107.300049,0.056,0.60074,2990545,1.8031,107.6564,1114.579956
01/05/2004,1,0.031,12108.987,1120.680054,0.056,0.60074,2990545,1.786,112.196,1130.199951
01/06/2004,1.03,0.033,12108.987,1140.839966,0.056,0.60074,2990545,1.8279,109.4336,1173.819946
01/07/2004,1.26,0.03,12303.34,1101.719971,0.055,0.59976,2997907,1.8438,109.4871,1211.920044
01/08/2004,1.43,0.027,12303.34,1104.23999,0.054,0.59976,2997907,1.8203,110.2336,1181.27002
01/09/2004,1.61,0.025,12303.34,1114.579956,0.054,0.59976,2997907,1.7937,110.0914,1203.599976
01/10/2004,1.76,0.032,12522.425,1130.199951,0.055,0.6066,2985044,1.8077,108.7835,1180.589966
01/11/2004,1.93,0.035,12522.425,1173.819946,0.054,0.6066,2985044,1.8607,104.699,1156.849976
01/12/2004,2.16,0.033,12522.425,1211.920044,0.054,0.6066,2985044,1.9286,103.8104,1191.5
01/01/2005,2.28,0.03,12761.337,1181.27002,0.053,0.60941,3000052,1.8797,103.341,1191.329956
01/02/2005,2.5,0.03,12761.337,1203.599976,0.054,0.60941,3000052,1.8871,104.9442,1234.180054
01/03/2005,2.63,0.031,12761.337,1180.589966,0.052,0.60941,3000052,1.9043,105.2543,1220.329956
01/04/2005,2.79,0.035,12910.022,1156.849976,0.052,0.60701,2986289,1.8961,107.1938,1228.810059
01/05/2005,3,0.028,12910.022,1191.5,0.051,0.60701,2986289,1.8559,106.5952,1207.01001
01/06/2005,3.04,0.025,12910.022,1191.329956,0.05,0.60701,2986289,1.8177,108.7473,1249.47998
01/07/2005,3.26,0.032,13142.873,1234.180054,0.05,0.60358,3005914,1.7507,111.9535,1248.290039
01/08/2005,3.5,0.036,13142.873,1220.329956,0.049,0.60358,3005914,1.7944,110.6065,1280.079956
01/09/2005,3.62,0.047,13142.873,1228.810059,0.05,0.60358,3005914,1.8064,111.239,1280.660034
01/10/2005,3.78,0.043,13332.316,1207.01001,0.05,0.61283,2985056,1.7651,114.8695,1294.869995
01/11/2005,4,0.035,13332.316,1249.47998,0.05,0.61283,2985056,1.7349,118.454,1310.609985
01/12/2005,4.16,0.034,13332.316,1248.290039,0.049,0.61283,2985056,1.7458,118.4624,1270.089966
01/01/2006,4.29,0.04,13603.933,1280.079956,0.047,0.61535,3016128,1.7686,115.4765,1270.199951
01/02/2006,4.49,0.036,13603.933,1280.660034,0.048,0.61535,3016128,1.748,117.8605,1276.660034
01/03/2006,4.59,0.034,13603.933,1294.869995,0.047,0.61535,3016128,1.7442,117.2778,1303.819946
01/04/2006,4.79,0.035,13749.806,1310.609985,0.047,0.61238,3068189,1.768,117.0695,1335.849976
01/05/2006,4.94,0.042,13749.806,1270.089966,0.046,0.61238,3068189,1.8687,111.7305,1377.939941
01/06/2006,4.99,0.043,13749.806,1270.199951,0.046,0.61238,3068189,1.8435,114.625,1400.630005
01/07/2006,5.24,0.041,13867.469,1276.660034,0.047,0.61345,3082224,1.8443,115.767,1418.300049
01/08/2006,5.25,0.038,13867.469,1303.819946,0.047,0.61345,3082224,1.8941,115.9243,1438.23999
01/09/2006,5.25,0.021,13867.469,1335.849976,0.045,0.61345,3082224,1.8839,117.2145,1406.819946
01/10/2006,5.25,0.013,14037.228,1377.939941,0.044,0.61837,3140707,1.8765,118.609,1420.859985
01/11/2006,5.25,0.02,14037.228,1400.630005,0.045,0.61837,3140707,1.9125,117.3205,1482.369995
01/12/2006,5.24,0.025,14037.228,1418.300049,0.044,0.61837,3140707,1.9629,117.322,1530.619995
01/01/2007,5.25,0.021,14208.569,1438.23999,0.046,0.62284,3197934,1.9587,120.4471,1503.349976
01/02/2007,5.26,0.024,14208.569,1406.819946,0.045,0.62284,3197934,1.9589,120.5047,1455.27002
01/03/2007,5.26,0.028,14208.569,1420.859985,0.044,0.62284,3197934,1.9474,117.26,1473.98999
01/04/2007,5.25,0.026,14382.363,1482.369995,0.045,0.61657,3299069,1.9879,118.9324,1526.75
01/05/2007,5.25,0.027,14382.363,1530.619995,0.044,0.61657,3299069,1.9842,120.7732,1549.380005
01/06/2007,5.25,0.027,14382.363,1503.349976,0.046,0.61657,3299069,1.9867,122.6886,1481.140015
01/07/2007,5.26,0.024,14535.003,1455.27002,0.047,0.61972,3302946,2.0355,121.4148,1468.359985
01/08/2007,5.02,0.02,14535.003,1473.98999,0.046,0.61972,3302946,2.011,116.7335,1378.550049
01/09/2007,4.94,0.028,14535.003,1526.75,0.047,0.61972,3302946,2.0184,115.0435,1330.630005
01/10/2007,4.76,0.035,14681.501,1549.380005,0.047,0.62863,3346619,2.0449,115.8661,1322.699951
01/11/2007,4.49,0.043,14681.501,1481.140015,0.047,0.62863,3346619,2.0701,111.0729,1385.589966
01/12/2007,4.24,0.041,14681.501,1468.359985,0.05,0.62863,3346619,2.0161,112.449,1400.380005
01/01/2008,3.94,0.043,14651.039,1378.550049,0.05,0.64416,3398523,1.9702,107.8181,1280
01/02/2008,2.98,0.04,14651.039,1330.630005,0.049,0.64416,3398523,1.9646,107.03,1267.380005
01/03/2008,2.61,0.04,14651.039,1322.699951,0.051,0.64416,3398523,2.0015,100.7562,1282.829956
01/04/2008,2.28,0.039,14805.611,1385.589966,0.05,0.64111,3493015,1.9816,102.6777,1166.359985
01/05/2008,1.98,0.042,14805.611,1400.380005,0.054,0.64111,3493015,1.965,104.3595,968.75
01/06/2008,2,0.05,14805.611,1280,0.056,0.64111,3493015,1.9664,106.9152,896.23999
01/07/2008,2.01,0.056,14835.187,1267.380005,0.058,0.67574,3533785,1.9888,106.8518,903.25
01/08/2008,2,0.054,14835.187,1282.829956,0.061,0.67574,3533785,1.8865,109.3624,825.880005
01/09/2008,1.81,0.049,14835.187,1166.359985,0.061,0.67574,3533785,1.7973,106.5748,735.090027
01/10/2008,0.97,0.037,14559.543,968.75,0.065,0.7349,3537398,1.6862,99.9659,797.869995
01/11/2008,0.39,0.011,14559.543,896.23999,0.068,0.7349,3537398,1.5327,96.9656,872.809998
01/12/2008,0.16,0.001,14559.543,903.25,0.073,0.7349,3537398,1.4854,91.275,919.140015
01/01/2009,0.15,0,14394.547,825.880005,0.078,0.773,3625982,1.4462,90.1205,919.320007
01/02/2009,0.22,0.002,14394.547,735.090027,0.083,0.773,3625982,1.4422,92.9158,987.47998
01/03/2009,0.18,-0.004,14394.547,797.869995,0.087,0.773,3625982,1.417,97.855,1020.619995
01/04/2009,0.15,-0.007,14352.85,872.809998,0.09,0.80439,3682582,1.4712,98.92,1057.079956
01/05/2009,0.18,-0.013,14352.85,919.140015,0.094,0.80439,3682582,1.5418,96.6445,1036.189941
01/06/2009,0.21,-0.014,14352.85,919.320007,0.095,0.80439,3682582,1.6369,96.6145,1095.630005
01/07/2009,0.16,-0.021,14420.312,987.47998,0.095,0.82591,3700138,1.6378,94.367,1115.099976
01/08/2009,0.16,-0.015,14420.312,1020.619995,0.096,0.82591,3700138,1.6532,94.8971,1073.869995
01/09/2009,0.15,-0.013,14420.312,1057.079956,0.098,0.82591,3700138,1.6323,91.2748,1104.48999
01/10/2009,0.12,-0.002,14628.021,1036.189941,0.1,0.84163,3718064,1.6212,90.3671,1169.430054
01/11/2009,0.12,0.018,14628.021,1095.630005,0.099,0.84163,3718064,1.6599,89.2674,1186.689941
01/12/2009,0.12,0.027,14628.021,1115.099976,0.099,0.84163,3718064,1.6226,89.9509,1089.410034
01/01/2010,0.11,0.026,14721.35,1073.869995,0.098,0.86766,3798619,1.6158,91.1011,1030.709961
01/02/2010,0.13,0.021,14721.35,1104.48999,0.098,0.86766,3798619,1.5618,90.1395,1101.599976
01/03/2010,0.16,0.023,14721.35,1169.430054,0.099,0.86766,3798619,1.5058,90.7161,1049.329956
01/04/2010,0.2,0.022,14926.098,1186.689941,0.099,0.88448,3827899,1.5332,93.4527,1141.199951
01/05/2010,0.2,0.02,14926.098,1089.410034,0.096,0.88448,3827899,1.4669,91.973,1183.26001
01/06/2010,0.18,0.011,14926.098,1030.709961,0.094,0.88448,3827899,1.4768,90.8059,1180.550049
01/07/2010,0.18,0.012,15079.917,1101.599976,0.094,0.89932,3926356,1.5304,87.5005,1257.640015
01/08/2010,0.19,0.011,15079.917,1049.329956,0.095,0.89932,3926356,1.5661,85.3727,1286.119995
01/09/2010,0.19,0.011,15079.917,1141.199951,0.095,0.89932,3926356,1.5591,84.3571,1327.219971
01/10/2010,0.19,0.012,15240.843,1183.26001,0.094,0.92024,3961201,1.5867,81.7285,1325.829956
01/11/2010,0.19,0.011,15240.843,1180.550049,0.098,0.92024,3961201,1.5961,82.518,1363.609985
01/12/2010,0.18,0.015,15240.843,1257.640015,0.093,0.92024,3961201,1.5595,83.3376,1345.199951
01/01/2011,0.17,0.016,15285.828,1286.119995,0.091,0.93355,4022099,1.5782,82.625,1320.640015
01/02/2011,0.16,0.021,15285.828,1327.219971,0.09,0.93355,4022099,1.6124,82.5368,1292.280029
01/03/2011,0.14,0.027,15285.828,1325.829956,0.09,0.93355,4022099,1.6159,81.647,1218.890015
01/04/2011,0.1,0.032,15496.189,1363.609985,0.091,0.92559,4069336,1.6379,83.1771,1131.420044
01/05/2011,0.09,0.036,15496.189,1345.199951,0.09,0.92559,4069336,1.6332,81.1257,1253.300049
01/06/2011,0.09,0.036,15496.189,1320.640015,0.091,0.92559,4069336,1.6219,80.4259,1246.959961
01/07/2011,0.07,0.036,15591.85,1292.280029,0.09,0.94859,4132843,1.6158,79.2425,1257.599976
01/08/2011,0.1,0.038,15591.85,1218.890015,0.09,0.94859,4132843,1.6356,76.9657,1312.410034
01/09/2011,0.08,0.039,15591.85,1131.420044,0.09,0.94859,4132843,1.5771,76.7957,1365.680054
01/10/2011,0.07,0.035,15796.46,1253.300049,0.088,0.96369,4163313,1.5768,76.643,1408.469971
01/11/2011,0.08,0.034,15796.46,1246.959961,0.086,0.96369,4163313,1.5806,77.5595,1397.910034
01/12/2011,0.07,0.03,15796.46,1257.599976,0.085,0.96369,4163313,1.5587,77.7967,1310.329956
01/01/2012,0.08,0.029,16019.758,1312.410034,0.083,0.9742,4262310,1.5524,76.964,1362.160034
01/02/2012,0.1,0.029,16019.758,1365.680054,0.083,0.9742,4262310,1.5804,78.47,1379.319946
01/03/2012,0.13,0.027,16019.758,1408.469971,0.082,0.9742,4262310,1.5824,82.4659,1406.579956
01/04/2012,0.14,0.023,16152.257,1397.910034,0.082,0.9816,4328452,1.6,81.2524,1440.670044
01/05/2012,0.16,0.017,16152.257,1310.329956,0.082,0.9816,4328452,1.5924,79.6668,1412.160034
01/06/2012,0.16,0.017,16152.257,1362.160034,0.082,0.9816,4328452,1.5556,79.3152,1416.180054
01/07/2012,0.16,0.014,16257.151,1379.319946,0.082,0.98826,4430019,1.5593,78.9348,1426.189941
01/08/2012,0.13,0.017,16257.151,1406.579956,0.081,0.98826,4430019,1.5722,78.6909,1498.109985
01/09/2012,0.14,0.02,16257.151,1440.670044,0.078,0.98826,4430019,1.6126,78.1353,1514.680054
01/10/2012,0.16,0.022,16358.863,1412.160034,0.078,1.00452,4515084,1.608,79.0132,1569.189941
01/11/2012,0.16,0.018,16358.863,1416.180054,0.077,1.00452,4515084,1.5968,81.0305,1597.569946
01/12/2012,0.16,0.017,16358.863,1426.189941,0.079,1.00452,4515084,1.6145,83.7905,1630.73999
01/01/2013,0.14,0.016,16569.591,1498.109985,0.08,1.01218,4605428,1.5965,89.0581,1606.280029
01/02/2013,0.15,0.02,16569.591,1514.680054,0.077,1.01218,4605428,1.5474,93.0016,1685.72998
01/03/2013,0.14,0.015,16569.591,1569.189941,0.075,1.01218,4605428,1.508,94.77,1632.969971
01/04/2013,0.15,0.011,16637.926,1597.569946,0.076,1.00603,4660208,1.5311,97.7582,1681.550049
01/05/2013,0.11,0.014,16637.926,1630.73999,0.075,1.00603,4660208,1.5297,100.9186,1756.540039
01/06/2013,0.09,0.018,16637.926,1606.280029,0.075,1.00603,4660208,1.5493,97.235,1805.810059
01/07/2013,0.09,0.02,16848.748,1685.72998,0.073,0.99344,4788915,1.5179,99.6727,1848.359985
01/08/2013,0.08,0.015,16848.748,1632.969971,0.072,0.99344,4788915,1.5505,97.8123,1782.589966
01/09/2013,0.08,0.012,16848.748,1681.550049,0.072,0.99344,4788915,1.5885,99.21,1859.449951
01/10/2013,0.09,0.01,17083.137,1756.540039,0.072,1.00427,4811336,1.6098,97.77,1872.339966
01/11/2013,0.08,0.012,17083.137,1805.810059,0.069,1.00427,4811336,1.61,100.0737,1883.949951
01/12/2013,0.09,0.015,17083.137,1848.359985,0.067,1.00427,4811336,1.6383,103.46,1923.569946
01/01/2014,0.07,0.016,17104.555,1782.589966,0.066,1.02904,4919591,1.647,103.7614,1960.22998
01/02/2014,0.07,0.011,17104.555,1859.449951,0.067,1.02904,4919591,1.6558,102.1253,1930.670044
01/03/2014,0.08,0.015,17104.555,1872.339966,0.067,1.02904,4919591,1.6624,102.3395,2003.369995
